folder_name,as_of_date,raw_csv,imputed_csv,imputed_exists,needs_imputation,n_spreads,n_cells,n_missing
00184_1985-09-25,1985-09-25,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00184_1985-09-25\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00184_1985-09-25\imputed_correlation_matrix.csv,True,False,55,3025,1000
00185_1985-09-26,1985-09-26,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00185_1985-09-26\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00185_1985-09-26\imputed_correlation_matrix.csv,True,False,55,3025,1000
00186_1985-09-30,1985-09-30,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00186_1985-09-30\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00186_1985-09-30\imputed_correlation_matrix.csv,True,False,55,3025,1000
00187_1985-10-01,1985-10-01,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00187_1985-10-01\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00187_1985-10-01\imputed_correlation_matrix.csv,True,False,55,3025,1000
00188_1985-10-02,1985-10-02,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00188_1985-10-02\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00188_1985-10-02\imputed_correlation_matrix.csv,True,False,55,3025,1000
00189_1985-10-03,1985-10-03,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00189_1985-10-03\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00189_1985-10-03\imputed_correlation_matrix.csv,True,False,55,3025,1000
00190_1985-10-04,1985-10-04,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00190_1985-10-04\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00190_1985-10-04\imputed_correlation_matrix.csv,True,False,55,3025,1000
00191_1985-10-07,1985-10-07,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00191_1985-10-07\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00191_1985-10-07\imputed_correlation_matrix.csv,True,False,55,3025,1000
00192_1985-10-08,1985-10-08,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00192_1985-10-08\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00192_1985-10-08\imputed_correlation_matrix.csv,True,False,55,3025,1000
00193_1985-10-09,1985-10-09,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00193_1985-10-09\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00193_1985-10-09\imputed_correlation_matrix.csv,True,False,55,3025,1000
00194_1985-10-10,1985-10-10,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00194_1985-10-10\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00194_1985-10-10\imputed_correlation_matrix.csv,True,False,55,3025,1000
00195_1985-10-11,1985-10-11,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00195_1985-10-11\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00195_1985-10-11\imputed_correlation_matrix.csv,True,False,55,3025,1000
00196_1985-10-15,1985-10-15,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00196_1985-10-15\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00196_1985-10-15\imputed_correlation_matrix.csv,True,False,55,3025,1000
00197_1985-10-16,1985-10-16,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00197_1985-10-16\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00197_1985-10-16\imputed_correlation_matrix.csv,True,False,55,3025,1000
00198_1985-10-17,1985-10-17,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00198_1985-10-17\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00198_1985-10-17\imputed_correlation_matrix.csv,True,False,55,3025,1000
00199_1985-10-18,1985-10-18,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00199_1985-10-18\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00199_1985-10-18\imputed_correlation_matrix.csv,True,False,55,3025,1000
00200_1985-10-21,1985-10-21,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00200_1985-10-21\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00200_1985-10-21\imputed_correlation_matrix.csv,True,False,55,3025,1000
00201_1985-10-22,1985-10-22,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00201_1985-10-22\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00201_1985-10-22\imputed_correlation_matrix.csv,True,False,55,3025,1000
00202_1985-10-23,1985-10-23,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00202_1985-10-23\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00202_1985-10-23\imputed_correlation_matrix.csv,True,False,55,3025,1000
00203_1985-10-24,1985-10-24,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00203_1985-10-24\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00203_1985-10-24\imputed_correlation_matrix.csv,True,False,55,3025,1000
00204_1985-10-25,1985-10-25,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00204_1985-10-25\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00204_1985-10-25\imputed_correlation_matrix.csv,True,False,55,3025,1000
00205_1985-10-28,1985-10-28,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00205_1985-10-28\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00205_1985-10-28\imputed_correlation_matrix.csv,True,False,55,3025,1000
00206_1985-10-29,1985-10-29,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00206_1985-10-29\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00206_1985-10-29\imputed_correlation_matrix.csv,True,False,55,3025,1000
00207_1985-10-30,1985-10-30,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00207_1985-10-30\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00207_1985-10-30\imputed_correlation_matrix.csv,True,False,55,3025,1000
00208_1985-10-31,1985-10-31,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00208_1985-10-31\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00208_1985-10-31\imputed_correlation_matrix.csv,True,False,55,3025,1000
00209_1985-11-01,1985-11-01,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00209_1985-11-01\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00209_1985-11-01\imputed_correlation_matrix.csv,True,False,55,3025,1000
00210_1985-11-04,1985-11-04,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00210_1985-11-04\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00210_1985-11-04\imputed_correlation_matrix.csv,True,False,55,3025,1000
00211_1985-11-05,1985-11-05,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00211_1985-11-05\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00211_1985-11-05\imputed_correlation_matrix.csv,True,False,55,3025,1000
00212_1985-11-06,1985-11-06,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00212_1985-11-06\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00212_1985-11-06\imputed_correlation_matrix.csv,True,False,55,3025,1000
00213_1985-11-07,1985-11-07,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00213_1985-11-07\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00213_1985-11-07\imputed_correlation_matrix.csv,True,False,55,3025,1000
00214_1985-11-08,1985-11-08,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00214_1985-11-08\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00214_1985-11-08\imputed_correlation_matrix.csv,True,False,55,3025,1000
00215_1985-11-12,1985-11-12,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00215_1985-11-12\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00215_1985-11-12\imputed_correlation_matrix.csv,True,False,55,3025,1000
00216_1985-11-13,1985-11-13,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00216_1985-11-13\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00216_1985-11-13\imputed_correlation_matrix.csv,True,False,55,3025,1000
00217_1985-11-14,1985-11-14,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00217_1985-11-14\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00217_1985-11-14\imputed_correlation_matrix.csv,True,False,55,3025,1000
00218_1985-11-15,1985-11-15,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00218_1985-11-15\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00218_1985-11-15\imputed_correlation_matrix.csv,True,False,55,3025,1000
00219_1985-11-18,1985-11-18,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00219_1985-11-18\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00219_1985-11-18\imputed_correlation_matrix.csv,True,False,55,3025,1000
00220_1985-11-19,1985-11-19,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00220_1985-11-19\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00220_1985-11-19\imputed_correlation_matrix.csv,True,False,55,3025,1000
00221_1985-11-20,1985-11-20,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00221_1985-11-20\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00221_1985-11-20\imputed_correlation_matrix.csv,True,False,55,3025,1000
00222_1985-11-21,1985-11-21,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00222_1985-11-21\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00222_1985-11-21\imputed_correlation_matrix.csv,True,False,55,3025,1000
00223_1985-11-22,1985-11-22,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00223_1985-11-22\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00223_1985-11-22\imputed_correlation_matrix.csv,True,False,55,3025,1000
00224_1985-11-25,1985-11-25,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00224_1985-11-25\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00224_1985-11-25\imputed_correlation_matrix.csv,True,False,55,3025,1000
00225_1985-11-26,1985-11-26,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00225_1985-11-26\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00225_1985-11-26\imputed_correlation_matrix.csv,True,False,55,3025,1000
00226_1985-11-27,1985-11-27,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00226_1985-11-27\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00226_1985-11-27\imputed_correlation_matrix.csv,True,False,55,3025,1000
00227_1985-11-29,1985-11-29,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00227_1985-11-29\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00227_1985-11-29\imputed_correlation_matrix.csv,True,False,55,3025,1000
00228_1985-12-02,1985-12-02,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00228_1985-12-02\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00228_1985-12-02\imputed_correlation_matrix.csv,True,False,55,3025,1000
00229_1985-12-03,1985-12-03,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00229_1985-12-03\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00229_1985-12-03\imputed_correlation_matrix.csv,True,False,55,3025,1000
00230_1985-12-04,1985-12-04,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00230_1985-12-04\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00230_1985-12-04\imputed_correlation_matrix.csv,True,False,55,3025,1000
00231_1985-12-05,1985-12-05,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00231_1985-12-05\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00231_1985-12-05\imputed_correlation_matrix.csv,True,False,55,3025,1000
00232_1985-12-06,1985-12-06,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00232_1985-12-06\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00232_1985-12-06\imputed_correlation_matrix.csv,True,False,55,3025,1000
00233_1985-12-09,1985-12-09,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00233_1985-12-09\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00233_1985-12-09\imputed_correlation_matrix.csv,True,False,55,3025,1000
00234_1985-12-10,1985-12-10,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00234_1985-12-10\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00234_1985-12-10\imputed_correlation_matrix.csv,True,False,55,3025,1000
00235_1985-12-11,1985-12-11,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00235_1985-12-11\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00235_1985-12-11\imputed_correlation_matrix.csv,True,False,55,3025,1000
00236_1985-12-12,1985-12-12,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00236_1985-12-12\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00236_1985-12-12\imputed_correlation_matrix.csv,True,False,55,3025,1000
00237_1985-12-13,1985-12-13,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00237_1985-12-13\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00237_1985-12-13\imputed_correlation_matrix.csv,True,False,55,3025,1000
00238_1985-12-16,1985-12-16,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00238_1985-12-16\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00238_1985-12-16\imputed_correlation_matrix.csv,True,False,55,3025,1000
00239_1985-12-17,1985-12-17,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00239_1985-12-17\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00239_1985-12-17\imputed_correlation_matrix.csv,True,False,55,3025,1000
00240_1985-12-18,1985-12-18,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00240_1985-12-18\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00240_1985-12-18\imputed_correlation_matrix.csv,True,False,55,3025,1000
00241_1985-12-19,1985-12-19,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00241_1985-12-19\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00241_1985-12-19\imputed_correlation_matrix.csv,True,False,55,3025,1000
00242_1985-12-20,1985-12-20,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00242_1985-12-20\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00242_1985-12-20\imputed_correlation_matrix.csv,True,False,55,3025,1000
00243_1985-12-23,1985-12-23,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00243_1985-12-23\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00243_1985-12-23\imputed_correlation_matrix.csv,True,False,55,3025,1000
00244_1985-12-24,1985-12-24,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00244_1985-12-24\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00244_1985-12-24\imputed_correlation_matrix.csv,True,False,55,3025,1000
00245_1985-12-26,1985-12-26,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00245_1985-12-26\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00245_1985-12-26\imputed_correlation_matrix.csv,True,False,55,3025,1000
00246_1985-12-27,1985-12-27,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00246_1985-12-27\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00246_1985-12-27\imputed_correlation_matrix.csv,True,False,55,3025,1000
00247_1985-12-30,1985-12-30,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00247_1985-12-30\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00247_1985-12-30\imputed_correlation_matrix.csv,True,False,55,3025,1000
00248_1985-12-31,1985-12-31,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00248_1985-12-31\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00248_1985-12-31\imputed_correlation_matrix.csv,True,False,55,3025,1000
00249_1986-01-02,1986-01-02,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00249_1986-01-02\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00249_1986-01-02\imputed_correlation_matrix.csv,True,False,55,3025,1000
00250_1986-01-03,1986-01-03,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00250_1986-01-03\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00250_1986-01-03\imputed_correlation_matrix.csv,True,False,55,3025,1000
00251_1986-01-06,1986-01-06,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00251_1986-01-06\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00251_1986-01-06\imputed_correlation_matrix.csv,True,False,55,3025,1000
00252_1986-01-07,1986-01-07,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00252_1986-01-07\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00252_1986-01-07\imputed_correlation_matrix.csv,True,False,55,3025,1000
00253_1986-01-08,1986-01-08,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00253_1986-01-08\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00253_1986-01-08\imputed_correlation_matrix.csv,True,False,55,3025,1000
00254_1986-01-09,1986-01-09,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00254_1986-01-09\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00254_1986-01-09\imputed_correlation_matrix.csv,True,False,55,3025,1000
00255_1986-01-10,1986-01-10,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00255_1986-01-10\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00255_1986-01-10\imputed_correlation_matrix.csv,True,False,55,3025,1000
00256_1986-01-13,1986-01-13,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00256_1986-01-13\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00256_1986-01-13\imputed_correlation_matrix.csv,True,False,55,3025,1000
00257_1986-01-14,1986-01-14,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00257_1986-01-14\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00257_1986-01-14\imputed_correlation_matrix.csv,True,False,55,3025,1000
00258_1986-01-15,1986-01-15,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00258_1986-01-15\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00258_1986-01-15\imputed_correlation_matrix.csv,True,False,55,3025,1000
00259_1986-01-16,1986-01-16,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00259_1986-01-16\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00259_1986-01-16\imputed_correlation_matrix.csv,True,False,55,3025,1000
00260_1986-01-17,1986-01-17,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00260_1986-01-17\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00260_1986-01-17\imputed_correlation_matrix.csv,True,False,55,3025,1000
00261_1986-01-21,1986-01-21,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00261_1986-01-21\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00261_1986-01-21\imputed_correlation_matrix.csv,True,False,55,3025,1000
00262_1986-01-22,1986-01-22,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00262_1986-01-22\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00262_1986-01-22\imputed_correlation_matrix.csv,True,False,55,3025,1000
00263_1986-01-23,1986-01-23,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00263_1986-01-23\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00263_1986-01-23\imputed_correlation_matrix.csv,True,False,55,3025,1000
00264_1986-01-24,1986-01-24,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00264_1986-01-24\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00264_1986-01-24\imputed_correlation_matrix.csv,True,False,55,3025,1000
00265_1986-01-27,1986-01-27,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00265_1986-01-27\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00265_1986-01-27\imputed_correlation_matrix.csv,True,False,55,3025,1000
00266_1986-01-28,1986-01-28,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00266_1986-01-28\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00266_1986-01-28\imputed_correlation_matrix.csv,True,False,55,3025,1000
00267_1986-01-29,1986-01-29,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00267_1986-01-29\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00267_1986-01-29\imputed_correlation_matrix.csv,True,False,55,3025,1000
00268_1986-01-30,1986-01-30,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00268_1986-01-30\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00268_1986-01-30\imputed_correlation_matrix.csv,True,False,55,3025,1000
00269_1986-01-31,1986-01-31,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00269_1986-01-31\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00269_1986-01-31\imputed_correlation_matrix.csv,True,False,55,3025,1000
00270_1986-02-03,1986-02-03,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00270_1986-02-03\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00270_1986-02-03\imputed_correlation_matrix.csv,True,False,55,3025,1000
00271_1986-02-04,1986-02-04,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00271_1986-02-04\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00271_1986-02-04\imputed_correlation_matrix.csv,True,False,55,3025,1000
00272_1986-02-05,1986-02-05,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00272_1986-02-05\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00272_1986-02-05\imputed_correlation_matrix.csv,True,False,55,3025,1000
00273_1986-02-06,1986-02-06,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00273_1986-02-06\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00273_1986-02-06\imputed_correlation_matrix.csv,True,False,55,3025,1000
00274_1986-02-07,1986-02-07,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00274_1986-02-07\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00274_1986-02-07\imputed_correlation_matrix.csv,True,False,55,3025,1000
00275_1986-02-10,1986-02-10,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00275_1986-02-10\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00275_1986-02-10\imputed_correlation_matrix.csv,True,False,55,3025,1000
00276_1986-02-11,1986-02-11,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00276_1986-02-11\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00276_1986-02-11\imputed_correlation_matrix.csv,True,False,55,3025,1000
00277_1986-02-12,1986-02-12,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00277_1986-02-12\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00277_1986-02-12\imputed_correlation_matrix.csv,True,False,55,3025,1000
00278_1986-02-13,1986-02-13,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00278_1986-02-13\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00278_1986-02-13\imputed_correlation_matrix.csv,True,False,55,3025,1000
00279_1986-02-14,1986-02-14,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00279_1986-02-14\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00279_1986-02-14\imputed_correlation_matrix.csv,True,False,55,3025,1000
00280_1986-02-18,1986-02-18,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00280_1986-02-18\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00280_1986-02-18\imputed_correlation_matrix.csv,True,False,55,3025,1000
00281_1986-02-19,1986-02-19,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00281_1986-02-19\correlation_matrix.csv,d:\Downloads\QRM\recession_project\analysis\KnewIMP_Spreads\00281_1986-02-19\imputed_correlation_matrix.csv,True,False,55,3025,1000
